id,Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,AVG ANS DELAY SECONDS,MAX ANS DELAY,ABANDONED,DelayCallsProduct
2016-03-24-ccc_bylaw_script,2016/03/24,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-24-ccc_city_script,2016/03/24,ccc_city_script,13,13,0:00:17,17,0:00:44,0,221
2016-03-24-ccc_cty_online_script,2016/03/24,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-24-ccc_feedback_script,2016/03/24,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-24-ccc_fpb_script,2016/03/24,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-24-ccc_help_script,2016/03/24,ccc_help_script,19,17,0:00:17,17,0:00:57,2,289
2016-03-24-ccc_link_script,2016/03/24,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-24-ccc_media_line_script,2016/03/24,ccc_media_line_script,1,1,0:00:02,2,0:00:02,0,2
2016-03-24-ccc_priority_script,2016/03/24,ccc_priority_script,24,24,0:00:10,10,0:00:28,0,240
2016-03-24-ccc_tax_script,2016/03/24,ccc_tax_script,17,15,0:00:40,40,0:03:08,2,600
2016-03-24-ccc_waste_recycling_script,2016/03/24,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_311_calgary_script,2016/03/25,ccc_311_calgary_script,1124,1108,0:00:07,7,0:05:05,16,7756
2016-03-25-ccc_311_lobby_ph_script,2016/03/25,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_aserv_info_script,2016/03/25,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_bylaw_script,2016/03/25,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_city_script,2016/03/25,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_cty_online_script,2016/03/25,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_feedback_script,2016/03/25,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_fpb_script,2016/03/25,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_help_script,2016/03/25,ccc_help_script,3,3,0:00:05,5,0:00:10,0,15
2016-03-25-ccc_link_script,2016/03/25,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_media_line_script,2016/03/25,ccc_media_line_script,2,2,0:00:05,5,0:00:06,0,10
2016-03-25-ccc_priority_script,2016/03/25,ccc_priority_script,19,19,0:00:05,5,0:00:13,0,95
2016-03-25-ccc_tax_script,2016/03/25,ccc_tax_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-25-ccc_waste_recycling_script,2016/03/25,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_311_calgary_script,2016/03/26,ccc_311_calgary_script,985,959,0:00:10,10,0:04:05,26,9590
2016-03-26-ccc_311_lobby_ph_script,2016/03/26,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_aserv_info_script,2016/03/26,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_bylaw_script,2016/03/26,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_city_script,2016/03/26,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_cty_online_script,2016/03/26,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_feedback_script,2016/03/26,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_fpb_script,2016/03/26,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_help_script,2016/03/26,ccc_help_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_link_script,2016/03/26,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_media_line_script,2016/03/26,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-26-ccc_priority_script,2016/03/26,ccc_priority_script,15,15,0:00:07,7,0:00:11,0,105
2016-03-26-ccc_tax_script,2016/03/26,ccc_tax_script,2,2,0:00:05,5,0:00:06,0,10
2016-03-26-ccc_waste_recycling_script,2016/03/26,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_311_calgary_script,2016/03/27,ccc_311_calgary_script,702,691,0:00:08,8,0:03:39,11,5528
2016-03-27-ccc_311_lobby_ph_script,2016/03/27,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_aserv_info_script,2016/03/27,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_bylaw_script,2016/03/27,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_city_script,2016/03/27,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_cty_online_script,2016/03/27,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_feedback_script,2016/03/27,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_fpb_script,2016/03/27,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_help_script,2016/03/27,ccc_help_script,2,2,0:00:08,8,0:00:13,0,16
2016-03-27-ccc_link_script,2016/03/27,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_media_line_script,2016/03/27,ccc_media_line_script,1,1,0:00:13,13,0:00:13,0,13
2016-03-27-ccc_priority_script,2016/03/27,ccc_priority_script,18,18,0:00:13,13,0:01:07,0,234
2016-03-27-ccc_tax_script,2016/03/27,ccc_tax_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-27-ccc_waste_recycling_script,2016/03/27,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_311_calgary_script,2016/03/28,ccc_311_calgary_script,3090,3045,0:00:11,11,0:03:30,45,33495
2016-03-28-ccc_311_lobby_ph_script,2016/03/28,ccc_311_lobby_ph_script,1,1,0:00:04,4,0:00:04,0,4
2016-03-28-ccc_aserv_info_script,2016/03/28,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_bylaw_script,2016/03/28,ccc_bylaw_script,2,2,0:00:08,8,0:00:12,0,16
2016-03-28-ccc_city_script,2016/03/28,ccc_city_script,30,30,0:00:11,11,0:02:14,0,330
2016-03-28-ccc_cty_online_script,2016/03/28,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_feedback_script,2016/03/28,ccc_feedback_script,2,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_fpb_script,2016/03/28,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_help_script,2016/03/28,ccc_help_script,4,4,0:00:13,13,0:00:31,0,52
2016-03-28-ccc_link_script,2016/03/28,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_media_line_script,2016/03/28,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-28-ccc_priority_script,2016/03/28,ccc_priority_script,20,19,0:00:06,6,0:00:13,1,114
2016-03-28-ccc_tax_script,2016/03/28,ccc_tax_script,2,2,0:00:09,9,0:00:10,0,18
2016-03-28-ccc_waste_recycling_script,2016/03/28,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_311_calgary_script,2016/03/29,ccc_311_calgary_script,3414,2958,0:01:45,105,0:08:24,456,310590
2016-03-29-ccc_311_lobby_ph_script,2016/03/29,ccc_311_lobby_ph_script,3,1,0:00:10,10,0:00:10,2,10
2016-03-29-ccc_aserv_info_script,2016/03/29,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_bylaw_script,2016/03/29,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_city_script,2016/03/29,ccc_city_script,18,18,0:00:30,30,0:01:58,0,540
2016-03-29-ccc_cty_online_script,2016/03/29,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_feedback_script,2016/03/29,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_fpb_script,2016/03/29,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_help_script,2016/03/29,ccc_help_script,7,7,0:00:12,12,0:00:20,0,84
2016-03-29-ccc_link_script,2016/03/29,ccc_link_script,1,0,0:00:00,0,0:00:00,1,0
2016-03-29-ccc_media_line_script,2016/03/29,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-29-ccc_priority_script,2016/03/29,ccc_priority_script,28,27,0:00:15,15,0:01:57,1,405
2016-03-29-ccc_tax_script,2016/03/29,ccc_tax_script,21,18,0:02:20,140,0:06:20,3,2520
2016-03-29-ccc_waste_recycling_script,2016/03/29,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_311_calgary_script,2016/03/30,ccc_311_calgary_script,3086,2867,0:00:44,44,0:04:58,219,126148
2016-03-30-ccc_311_lobby_ph_script,2016/03/30,ccc_311_lobby_ph_script,3,3,0:00:06,6,0:00:08,0,18
2016-03-30-ccc_aserv_info_script,2016/03/30,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_bylaw_script,2016/03/30,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_city_script,2016/03/30,ccc_city_script,23,23,0:00:20,20,0:01:10,0,460
2016-03-30-ccc_cty_online_script,2016/03/30,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_feedback_script,2016/03/30,ccc_feedback_script,1,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_fpb_script,2016/03/30,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_help_script,2016/03/30,ccc_help_script,6,6,0:00:25,25,0:01:40,0,150
2016-03-30-ccc_link_script,2016/03/30,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_media_line_script,2016/03/30,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-30-ccc_priority_script,2016/03/30,ccc_priority_script,28,27,0:00:09,9,0:00:30,1,243
2016-03-30-ccc_tax_script,2016/03/30,ccc_tax_script,22,22,0:00:41,41,0:02:14,0,902
2016-03-30-ccc_waste_recycling_script,2016/03/30,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_311_calgary_script,2016/03/31,ccc_311_calgary_script,3199,2944,0:01:01,61,0:05:13,255,179584
2016-03-31-ccc_311_lobby_ph_script,2016/03/31,ccc_311_lobby_ph_script,6,4,0:00:07,7,0:00:13,2,28
2016-03-31-ccc_aserv_info_script,2016/03/31,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_bylaw_script,2016/03/31,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_city_script,2016/03/31,ccc_city_script,14,13,0:00:14,14,0:00:55,1,182
2016-03-31-ccc_cty_online_script,2016/03/31,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_feedback_script,2016/03/31,ccc_feedback_script,1,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_fpb_script,2016/03/31,ccc_fpb_script,1,0,0:00:00,0,0:00:00,1,0
2016-03-31-ccc_help_script,2016/03/31,ccc_help_script,20,16,0:00:05,5,0:00:15,4,80
2016-03-31-ccc_link_script,2016/03/31,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_media_line_script,2016/03/31,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-03-31-ccc_priority_script,2016/03/31,ccc_priority_script,33,33,0:00:13,13,0:01:11,0,429
2016-03-31-ccc_tax_script,2016/03/31,ccc_tax_script,24,20,0:00:57,57,0:02:49,4,1140
2016-03-31-ccc_waste_recycling_script,2016/03/31,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_311_calgary_script,2016/04/01,ccc_311_calgary_script,3162,2927,0:00:58,58,0:11:38,235,169766
2016-04-01-ccc_311_lobby_ph_script,2016/04/01,ccc_311_lobby_ph_script,4,4,0:00:11,11,0:00:13,0,44
2016-04-01-ccc_aserv_info_script,2016/04/01,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_bylaw_script,2016/04/01,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_city_script,2016/04/01,ccc_city_script,24,21,0:00:15,15,0:01:30,3,315
2016-04-01-ccc_cty_online_script,2016/04/01,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_feedback_script,2016/04/01,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_fpb_script,2016/04/01,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_help_script,2016/04/01,ccc_help_script,15,14,0:00:14,14,0:00:51,1,196
2016-04-01-ccc_link_script,2016/04/01,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-01-ccc_media_line_script,2016/04/01,ccc_media_line_script,3,3,0:00:06,6,0:00:10,0,18
2016-04-01-ccc_priority_script,2016/04/01,ccc_priority_script,25,24,0:00:17,17,0:01:17,1,408
2016-04-01-ccc_tax_script,2016/04/01,ccc_tax_script,15,14,0:01:35,95,0:06:19,1,1330
2016-04-01-ccc_waste_recycling_script,2016/04/01,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_311_calgary_script,2016/04/02,ccc_311_calgary_script,1460,1335,0:00:55,55,0:14:04,125,73425
2016-04-02-ccc_311_lobby_ph_script,2016/04/02,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_aserv_info_script,2016/04/02,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_bylaw_script,2016/04/02,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_city_script,2016/04/02,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_cty_online_script,2016/04/02,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_feedback_script,2016/04/02,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_fpb_script,2016/04/02,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_help_script,2016/04/02,ccc_help_script,10,10,0:00:44,44,0:03:36,0,440
2016-04-02-ccc_link_script,2016/04/02,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_media_line_script,2016/04/02,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-02-ccc_priority_script,2016/04/02,ccc_priority_script,21,20,0:00:09,9,0:00:32,1,180
2016-04-02-ccc_tax_script,2016/04/02,ccc_tax_script,7,7,0:01:41,101,0:05:21,0,707
2016-04-02-ccc_waste_recycling_script,2016/04/02,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_311_calgary_script,2016/04/03,ccc_311_calgary_script,1325,1220,0:00:47,47,0:10:33,105,57340
2016-04-03-ccc_311_lobby_ph_script,2016/04/03,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_aserv_info_script,2016/04/03,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_bylaw_script,2016/04/03,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_city_script,2016/04/03,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_cty_online_script,2016/04/03,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_feedback_script,2016/04/03,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_fpb_script,2016/04/03,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_help_script,2016/04/03,ccc_help_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_link_script,2016/04/03,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-03-ccc_media_line_script,2016/04/03,ccc_media_line_script,2,2,0:00:22,22,0:00:41,0,44
2016-04-03-ccc_priority_script,2016/04/03,ccc_priority_script,20,16,0:00:14,14,0:01:44,4,224
2016-04-03-ccc_tax_script,2016/04/03,ccc_tax_script,2,2,0:00:37,37,0:01:12,0,74
2016-04-03-ccc_waste_recycling_script,2016/04/03,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_311_calgary_script,2016/04/04,ccc_311_calgary_script,3577,3338,0:00:57,57,0:10:29,239,190266
2016-04-04-ccc_311_lobby_ph_script,2016/04/04,ccc_311_lobby_ph_script,4,4,0:00:12,12,0:00:32,0,48
2016-04-04-ccc_aserv_info_script,2016/04/04,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_bylaw_script,2016/04/04,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_city_script,2016/04/04,ccc_city_script,15,15,0:00:05,5,0:00:14,0,75
2016-04-04-ccc_cty_online_script,2016/04/04,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_feedback_script,2016/04/04,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_fpb_script,2016/04/04,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_help_script,2016/04/04,ccc_help_script,9,8,0:00:12,12,0:00:45,1,96
2016-04-04-ccc_link_script,2016/04/04,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-04-ccc_media_line_script,2016/04/04,ccc_media_line_script,1,1,0:00:11,11,0:00:11,0,11
2016-04-04-ccc_priority_script,2016/04/04,ccc_priority_script,28,26,0:00:14,14,0:01:48,2,364
2016-04-04-ccc_tax_script,2016/04/04,ccc_tax_script,25,24,0:00:21,21,0:01:24,1,504
2016-04-04-ccc_waste_recycling_script,2016/04/04,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-05-ccc_311_calgary_script,2016/04/05,ccc_311_calgary_script,3402,2976,0:01:44,104,0:10:31,426,309504
2016-04-05-ccc_311_lobby_ph_script,2016/04/05,ccc_311_lobby_ph_script,4,4,0:00:14,14,0:00:36,0,56
2016-04-05-ccc_aserv_info_script,2016/04/05,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-05-ccc_bylaw_script,2016/04/05,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-05-ccc_city_script,2016/04/05,ccc_city_script,17,17,0:00:42,42,0:03:35,0,714
2016-04-05-ccc_cty_online_script,2016/04/05,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-05-ccc_feedback_script,2016/04/05,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-05-ccc_fpb_script,2016/04/05,ccc_fpb_script,1,0,0:00:00,0,0:00:00,1,0
2016-04-05-ccc_help_script,2016/04/05,ccc_help_script,15,14,0:00:15,15,0:00:56,1,210
2016-04-05-ccc_link_script,2016/04/05,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-05-ccc_media_line_script,2016/04/05,ccc_media_line_script,3,3,0:00:10,10,0:00:22,0,30
2016-04-05-ccc_priority_script,2016/04/05,ccc_priority_script,46,44,0:00:15,15,0:01:23,2,660
2016-04-05-ccc_tax_script,2016/04/05,ccc_tax_script,26,22,0:01:58,118,0:06:42,4,2596
2016-04-05-ccc_waste_recycling_script,2016/04/05,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_311_calgary_script,2016/04/06,ccc_311_calgary_script,3280,2941,0:01:13,73,0:10:39,339,214693
2016-04-06-ccc_311_lobby_ph_script,2016/04/06,ccc_311_lobby_ph_script,5,3,0:00:08,8,0:00:14,2,24
2016-04-06-ccc_aserv_info_script,2016/04/06,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_bylaw_script,2016/04/06,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_city_script,2016/04/06,ccc_city_script,12,12,0:00:26,26,0:02:46,0,312
2016-04-06-ccc_cty_online_script,2016/04/06,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_feedback_script,2016/04/06,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_fpb_script,2016/04/06,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_help_script,2016/04/06,ccc_help_script,20,17,0:00:15,15,0:00:34,3,255
2016-04-06-ccc_link_script,2016/04/06,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-06-ccc_media_line_script,2016/04/06,ccc_media_line_script,3,3,0:00:07,7,0:00:08,0,21
2016-04-06-ccc_priority_script,2016/04/06,ccc_priority_script,27,25,0:00:24,24,0:03:44,2,600
2016-04-06-ccc_tax_script,2016/04/06,ccc_tax_script,21,20,0:01:13,73,0:03:55,1,1460
2016-04-06-ccc_waste_recycling_script,2016/04/06,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_311_calgary_script,2016/04/07,ccc_311_calgary_script,3427,3155,0:00:59,59,0:21:07,272,186145
2016-04-07-ccc_311_lobby_ph_script,2016/04/07,ccc_311_lobby_ph_script,6,6,0:00:10,10,0:00:31,0,60
2016-04-07-ccc_aserv_info_script,2016/04/07,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_bylaw_script,2016/04/07,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_city_script,2016/04/07,ccc_city_script,14,14,0:00:07,7,0:00:21,0,98
2016-04-07-ccc_cty_online_script,2016/04/07,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_feedback_script,2016/04/07,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_fpb_script,2016/04/07,ccc_fpb_script,1,1,0:00:02,2,0:00:02,0,2
2016-04-07-ccc_help_script,2016/04/07,ccc_help_script,19,18,0:00:15,15,0:00:46,1,270
2016-04-07-ccc_link_script,2016/04/07,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_media_line_script,2016/04/07,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-07-ccc_priority_script,2016/04/07,ccc_priority_script,40,39,0:00:19,19,0:03:17,1,741
2016-04-07-ccc_tax_script,2016/04/07,ccc_tax_script,21,20,0:00:51,51,0:03:30,1,1020
2016-04-07-ccc_waste_recycling_script,2016/04/07,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_311_calgary_script,2016/04/08,ccc_311_calgary_script,3154,2976,0:00:33,33,0:08:51,178,98208
2016-04-08-ccc_311_lobby_ph_script,2016/04/08,ccc_311_lobby_ph_script,3,3,0:00:05,5,0:00:06,0,15
2016-04-08-ccc_aserv_info_script,2016/04/08,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_bylaw_script,2016/04/08,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_city_script,2016/04/08,ccc_city_script,23,23,0:00:07,7,0:00:22,0,161
2016-04-08-ccc_cty_online_script,2016/04/08,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_feedback_script,2016/04/08,ccc_feedback_script,1,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_fpb_script,2016/04/08,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_help_script,2016/04/08,ccc_help_script,18,15,0:00:11,11,0:00:42,3,165
2016-04-08-ccc_link_script,2016/04/08,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-08-ccc_media_line_script,2016/04/08,ccc_media_line_script,1,1,0:00:11,11,0:00:11,0,11
2016-04-08-ccc_priority_script,2016/04/08,ccc_priority_script,33,31,0:00:12,12,0:01:03,2,372
2016-04-08-ccc_tax_script,2016/04/08,ccc_tax_script,13,13,0:00:19,19,0:02:20,0,247
2016-04-08-ccc_waste_recycling_script,2016/04/08,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_311_calgary_script,2016/04/09,ccc_311_calgary_script,1413,1222,0:01:40,100,0:11:50,191,122200
2016-04-09-ccc_311_lobby_ph_script,2016/04/09,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_aserv_info_script,2016/04/09,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_bylaw_script,2016/04/09,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_city_script,2016/04/09,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_cty_online_script,2016/04/09,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_feedback_script,2016/04/09,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_fpb_script,2016/04/09,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_help_script,2016/04/09,ccc_help_script,1,1,0:01:24,84,0:01:24,0,84
2016-04-09-ccc_link_script,2016/04/09,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_media_line_script,2016/04/09,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-09-ccc_priority_script,2016/04/09,ccc_priority_script,24,21,0:00:10,10,0:01:04,3,210
2016-04-09-ccc_tax_script,2016/04/09,ccc_tax_script,2,2,0:05:19,319,0:10:36,0,638
2016-04-09-ccc_waste_recycling_script,2016/04/09,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_311_calgary_script,2016/04/10,ccc_311_calgary_script,1099,1034,0:00:33,33,0:06:27,65,34122
2016-04-10-ccc_311_lobby_ph_script,2016/04/10,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_aserv_info_script,2016/04/10,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_bylaw_script,2016/04/10,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_city_script,2016/04/10,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_cty_online_script,2016/04/10,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_feedback_script,2016/04/10,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_fpb_script,2016/04/10,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-04-10-ccc_help_script,2016/04/10,ccc_help_script,2,2,0:01:35,95,0:03:05,0,190
